district,distname,campus,campname,type,alt_ed,charter,county,total,mobility,low_inc,lep,sped,rating,yrs_ir
'057910,GRAND PRAIRIE ISD,'057910041,JOHN ADAMS MIDDLE,M,N,N,DALLAS,796,22.3,85.7,25.6,9,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910045,ANDREW JACKSON MIDDLE,M,N,N,DALLAS,988,10.2,76.4,27,8.3,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910047,HARRY S TRUMAN MIDDLE,M,N,N,DALLAS,593,13.4,71.8,19.4,12.5,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910050,RONALD W REAGAN MIDDLE,M,N,N,DALLAS,896,8.4,43.4,8.7,14.5,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910051,JAMES FANNIN MIDDLE,M,N,N,DALLAS,506,15.1,84.4,52.8,12.5,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910052,YMLA AT JOHN F KENNEDY MIDDLE,M,N,N,DALLAS,745,12.4,83.9,40.8,11,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910053,YWLA AT BILL ARNOLD,B,N,N,DALLAS,895,11.8,79.6,39.9,5.6,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910054,INTERNATIONAL NEWCOMER INSTITUTE,M,Y,N,DALLAS,73,19,84.9,95.9,0,Met Alternative Standard,
'057910,GRAND PRAIRIE ISD,'057910101,STEPHEN F AUSTIN EL,E,N,N,DALLAS,502,22.5,86.9,44.8,5,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910102,JAMES BOWIE EL,E,N,N,DALLAS,495,13.2,91.7,54.1,11.3,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910104,DAVID DANIELS EL ACADEMY OF SCIENC,E,N,N,DALLAS,439,25,87.7,34.9,5.5,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910106,FLORENCE HILL EL,E,N,N,DALLAS,594,15,61.1,14.6,17.5,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910109,ELLEN OCHOA STEM ACADEMY AT BEN MI,E,N,N,DALLAS,794,13.2,82.5,47.5,5.7,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910113,DWIGHT D EISENHOWER EL,E,N,N,DALLAS,809,14.7,77.1,47.7,4,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910118,SAM RAYBURN EL STEAM ACADEMY,E,N,N,DALLAS,566,11.7,78.4,43.3,8,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910119,LORENZO DE ZAVALA ENVIRONMENTAL SC,E,N,N,DALLAS,862,9.8,77.3,30.6,6.1,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910120,SUZANNA DICKINSON EL,E,N,N,DALLAS,405,19.1,75.8,28.6,6.2,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910121,GARNER FINE ARTS ACADEMY,E,N,N,DALLAS,1001,7.5,42.7,5.1,6.1,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910122,BARBARA BUSH EL,E,N,N,DALLAS,490,13.2,81.4,36.9,4.9,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910123,COLIN POWELL EL,E,N,N,DALLAS,533,8.2,40.2,9.6,9.4,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910124,HECTOR P GARCIA EL,E,N,N,DALLAS,577,10.4,88,64.5,10.1,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910125,SALLYE R MOORE EL,E,N,N,DALLAS,495,15.1,65.3,9.7,11.1,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910126,ERVIN C WHITT EL,E,N,N,DALLAS,648,11.6,70.4,21.3,8.2,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910128,JUAN N SEGUIN EL,E,N,N,DALLAS,487,14.2,86.9,40,18.5,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910129,THURGOOD MARSHALL LEADERSHIP ACADE,E,N,N,DALLAS,678,8,71.1,30.1,6.5,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910130,MIKE MOSELEY EL,E,N,N,DALLAS,622,15.2,67.5,27.5,7.1,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910131,HOBBS WILLIAMS EL,E,N,N,DALLAS,633,17.9,82.5,37.9,6.2,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910132,ROBERT E LEE EL,E,N,N,DALLAS,560,20,91.4,46.1,10.2,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910134,BONHAM EES,E,N,N,DALLAS,280,,79.6,38.2,18.6,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910135,SCHOOL FOR THE HIGHLY GIFTED,E,N,N,DALLAS,127,2.8,32.3,7.1,2.4,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910136,UPLIFT LEE,E,N,N,DALLAS,246,21.7,74.8,24.8,4.9,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910137,WILLIAM B TRAVIS WORLD LANGUAGE AC,E,N,N,DALLAS,819,14.3,87.9,64,7,Met Standard,
'057910,GRAND PRAIRIE ISD,'057910138,CROCKETT EARLY EDUCATION SCHOOL,E,N,N,DALLAS,597,,92.8,32.5,2.2,Met Standard,
'057911,HIGHLAND PARK ISD,'057911001,HIGHLAND PARK H S,S,N,N,DALLAS,2180,2.5,0,0.6,7,Met Standard,
'057911,HIGHLAND PARK ISD,'057911041,HIGHLAND PARK MIDDLE,M,N,N,DALLAS,1105,3,0,0.7,7.4,Met Standard,
'057911,HIGHLAND PARK ISD,'057911101,ARMSTRONG EL,E,N,N,DALLAS,529,4,0,0.9,8.5,Met Standard,
'057911,HIGHLAND PARK ISD,'057911102,BRADFIELD EL,E,N,N,DALLAS,684,4,0,0.4,11.8,Met Standard,
'057911,HIGHLAND PARK ISD,'057911103,HYER EL,E,N,N,DALLAS,693,2.8,0,0.1,11.8,Met Standard,
'057911,HIGHLAND PARK ISD,'057911104,UNIVERSITY PARK ELEMENTARY,E,N,N,DALLAS,652,3.1,0,3.7,10.9,Met Standard,
'057911,HIGHLAND PARK ISD,'057911105,MCCULLOCH INTERMEDIATE SCHOOL,M,N,N,DALLAS,1128,3.1,0,0.7,9.8,Met Standard,
'057912,IRVING ISD,'057912002,IRVING H S,S,N,N,DALLAS,2571,16.2,72.7,27,8.6,Met Standard,
'057912,IRVING ISD,'057912003,MACARTHUR H S,S,N,N,DALLAS,2792,16.7,60,18.1,8.1,Met Standard,
'057912,IRVING ISD,'057912004,NIMITZ H S,S,N,N,DALLAS,2478,16.4,69,24.7,8.7,Met Standard,
'057912,IRVING ISD,'057912005,BARBARA CARDWELL CAREER PREPARATOR,S,Y,N,DALLAS,350,50.4,65.4,35.4,3.7,Met Alternative Standard,
'057912,IRVING ISD,'057912006,JACK E SINGLEY ACADEMY,S,N,N,DALLAS,1733,5.2,65.4,16.9,4.7,Met Standard,
'057912,IRVING ISD,'057912007,DALLAS CO SCHOOL FOR ACCELERATED L,S,N,N,DALLAS,4,100,100,0,25,Not Rated,
'057912,IRVING ISD,'057912041,BOWIE MIDDLE,M,N,N,DALLAS,970,10.2,79.7,31,8.8,Met Standard,
'057912,IRVING ISD,'057912042,CROCKETT MIDDLE,M,N,N,DALLAS,909,12.2,78.2,37.5,5.7,Met Standard,
'057912,IRVING ISD,'057912043,TRAVIS MIDDLE,M,N,N,DALLAS,994,11.9,67.4,26.6,7.7,Met Standard,
'057912,IRVING ISD,'057912044,LAMAR MIDDLE,M,N,N,DALLAS,839,9.8,75.1,28.7,7.7,Met Standard,
'057912,IRVING ISD,'057912045,AUSTIN MIDDLE,M,N,N,DALLAS,992,12.5,86.8,41.4,7.1,Met Standard,
'057912,IRVING ISD,'057912046,HOUSTON MIDDLE,M,N,N,DALLAS,872,15.6,79.6,23.3,10.1,Met Standard,
'057912,IRVING ISD,'057912048,LORENZO DE ZAVALA MIDDLE,M,N,N,DALLAS,858,13.8,80.5,30,9,Met Standard,
'057912,IRVING ISD,'057912050,LADY BIRD JOHNSON MIDDLE,M,N,N,DALLAS,1014,13.8,75,29.5,6.9,Met Standard,
'057912,IRVING ISD,'057912101,BARTON EL,E,N,N,DALLAS,751,13.2,82,63.2,6.9,Met Standard,
'057912,IRVING ISD,'057912102,BROWN EL,E,N,N,DALLAS,816,14.2,82.4,53.7,6.1,Met Standard,
'057912,IRVING ISD,'057912103,BRITAIN EL,E,N,N,DALLAS,654,13.3,82,57.3,11.8,Improvement Required,1
'057912,IRVING ISD,'057912105,GOOD EL,E,N,N,DALLAS,745,12.3,90.1,73,7.2,Improvement Required,1
'057912,IRVING ISD,'057912106,HALEY J EL,E,N,N,DALLAS,693,12.8,88.6,59.3,6.1,Met Standard,
'057912,IRVING ISD,'057912107,HALEY T EL,E,N,N,DALLAS,851,22.4,72.6,29.6,8.3,Met Standard,
'057912,IRVING ISD,'057912108,JOHNSTON EL,E,N,N,DALLAS,829,13.1,78.4,48.7,7.7,Met Standard,
'057912,IRVING ISD,'057912109,KEYES EL,E,N,N,DALLAS,698,12.7,87,69.5,7.9,Met Standard,
'057912,IRVING ISD,'057912111,LEE EL,E,N,N,DALLAS,668,21.5,76.9,35.6,8.5,Met Standard,
'057912,IRVING ISD,'057912112,LIVELY EL,E,N,N,DALLAS,810,15.8,78.5,54.7,7.7,Met Standard,
'057912,IRVING ISD,'057912113,FARINE EL,E,N,N,DALLAS,756,18.8,63.8,42.6,9.5,Met Standard,
'057912,IRVING ISD,'057912114,SCHULZE EL,E,N,N,DALLAS,669,12.8,87.7,58.9,7.2,Met Standard,
'057912,IRVING ISD,'057912116,BRANDENBURG EL,E,N,N,DALLAS,834,12,76.4,51,6.4,Met Standard,
'057912,IRVING ISD,'057912118,ELLIOTT EL,E,N,N,DALLAS,647,10.2,78.1,51.9,8.3,Met Standard,
'057912,IRVING ISD,'057912119,HANES EL,E,N,N,DALLAS,641,17.8,77.5,48.8,7.6,Met Standard,
'057912,IRVING ISD,'057912120,TOWNLEY EL,E,N,N,DALLAS,727,12.9,73.6,41.4,8.4,Met Standard,
'057912,IRVING ISD,'057912121,DAVIS EL,E,N,N,DALLAS,867,20.5,75.9,47.6,6.2,Met Standard,
'057912,IRVING ISD,'057912122,GILBERT F M EL,E,N,N,DALLAS,715,17.6,86.4,63.2,9,Met Standard,
'057912,IRVING ISD,'057912123,JACKIE MAE TOWNSELL EL,E,N,N,DALLAS,795,20.7,80.9,43,6.3,Met Standard,
'057912,IRVING ISD,'057912124,JOHN W AND MARGIE STIPES EL,E,N,N,DALLAS,695,12.8,72.4,40.6,9.4,Met Standard,
'057912,IRVING ISD,'057912161,CLIFTON EARLY CHILDHOOD,E,N,N,DALLAS,622,,84.6,61.7,5.5,Met Standard,
'057912,IRVING ISD,'057912162,PIERCE EARLY CHILDHOOD,E,N,N,DALLAS,486,,83.7,73,7,Met Standard,
'057912,IRVING ISD,'057912163,KINKEADE EARLY CHILDHOOD,E,N,N,DALLAS,556,,81.1,67.1,8.5,Met Standard,
'057913,LANCASTER ISD,'057913001,LANCASTER H S,S,N,N,DALLAS,2130,19.1,78.8,2.8,10.1,Met Standard,
'057913,LANCASTER ISD,'057913041,LANCASTER MIDDLE,M,N,N,DALLAS,1006,17.7,85.7,8.3,8.8,Met Standard,
'057913,LANCASTER ISD,'057913042,G W CARVER 6TH GRADE STEM LEARNING,M,N,N,DALLAS,532,19.8,87.2,10,10.9,Met Standard,
'057913,LANCASTER ISD,'057913101,PLEASANT RUN EL,E,N,N,DALLAS,683,18.8,92.8,6.6,6.4,Met Standard,
'057913,LANCASTER ISD,'057913102,HOUSTON EL,E,N,N,DALLAS,703,16.2,89.8,39.5,4.3,Met Standard,
'057913,LANCASTER ISD,'057913103,WEST MAIN EL,E,N,N,DALLAS,675,21.2,92,5.3,5.6,Met Standard,
'057913,LANCASTER ISD,'057913106,ROSA PARKS/MILLBROOK EL,E,N,N,DALLAS,495,26.2,90.9,0.8,6.5,Met Standard,
'057913,LANCASTER ISD,'057913107,ROLLING HILLS EL,E,N,N,DALLAS,509,21.9,90.8,0.8,10.6,Met Standard,
'057913,LANCASTER ISD,'057913109,BELT LINE EL,E,N,N,DALLAS,630,28.4,96,1.1,4.9,Met Standard,
'057913,LANCASTER ISD,'057913111,L ISD J J A E P,S,N,N,DALLAS,2,100,100,0,50,Not Rated,
'057914,MESQUITE ISD,'057914001,MESQUITE H S,S,N,N,DALLAS,2895,13.7,70.9,11.1,9.7,Met Standard,
'057914,MESQUITE ISD,'057914002,NORTH MESQUITE H S,S,N,N,DALLAS,2805,13.6,71.1,11.6,9.4,Met Standard,
'057914,MESQUITE ISD,'057914003,WEST MESQUITE H S,S,N,N,DALLAS,2077,13.3,76.1,12,11.3,Met Standard,
'057914,MESQUITE ISD,'057914004,POTEET H S,S,N,N,DALLAS,1848,11.3,49.6,5,10.4,Met Standard,
'057914,MESQUITE ISD,'057914005,HORN H S,S,N,N,DALLAS,2386,10.5,54.4,7,10.1,Met Standard,
'057914,MESQUITE ISD,'057914007,P A S S LEARNING CTR,S,N,N,DALLAS,6,100,66.7,16.7,16.7,Not Rated,
'057914,MESQUITE ISD,'057914041,AGNEW MIDDLE,M,N,N,DALLAS,825,15.6,72.6,13.8,9.5,Met Standard,
'057914,MESQUITE ISD,'057914042,VANSTON MIDDLE,M,N,N,DALLAS,805,15.1,79.4,20.9,13.4,Met Standard,
'057914,MESQUITE ISD,'057914043,WILKINSON MIDDLE,M,N,N,DALLAS,974,18.3,89.9,23.6,12.1,Met Standard,
'057914,MESQUITE ISD,'057914044,MCDONALD MIDDLE,M,N,N,DALLAS,1002,17.3,79,18.8,9.7,Met Standard,
'057914,MESQUITE ISD,'057914045,NEW MIDDLE,M,N,N,DALLAS,926,14.5,85.6,23.7,8.9,Met Standard,
'057914,MESQUITE ISD,'057914046,KIMBROUGH MIDDLE,M,N,N,DALLAS,824,13,62.9,8.6,9.2,Met Standard,
'057914,MESQUITE ISD,'057914047,BERRY MIDDLE,M,N,N,DALLAS,904,12.2,71.9,17.5,9.4,Met Standard,
'057914,MESQUITE ISD,'057914048,TERRY MIDDLE,M,N,N,DALLAS,896,11.4,56.6,5.9,10.6,Met Standard,
'057914,MESQUITE ISD,'057914101,BLACK EL,E,N,N,DALLAS,626,19.5,76.4,10.7,11.2,Met Standard,
'057914,MESQUITE ISD,'057914102,FLORENCE EL,E,N,N,DALLAS,643,14.6,83.7,42,16.2,Met Standard,
'057914,MESQUITE ISD,'057914103,GALLOWAY EL,E,N,N,DALLAS,732,16.7,82.1,49.2,10.7,Met Standard,
'057914,MESQUITE ISD,'057914104,HANBY EL,E,N,N,DALLAS,929,18.1,91.6,45.3,9.8,Met Standard,
'057914,MESQUITE ISD,'057914105,HODGES EL,E,N,N,DALLAS,767,15.4,88.4,40.2,9.1,Met Standard,
'057914,MESQUITE ISD,'057914106,MCWHORTER EL,E,N,N,DALLAS,870,16.8,90.9,47.8,11,Met Standard,
'057914,MESQUITE ISD,'057914107,MOTLEY EL,E,N,N,DALLAS,455,12.3,85.3,53,12.3,Met Standard,
'057914,MESQUITE ISD,'057914108,RANGE EL,E,N,N,DALLAS,762,19,86.6,40.3,7.7,Met Standard,
'057914,MESQUITE ISD,'057914109,RUGEL EL,E,N,N,DALLAS,458,21.7,72.3,8.3,11.4,Met Standard,
'057914,MESQUITE ISD,'057914110,RUTHERFORD EL,E,N,N,DALLAS,474,16.7,75.7,7.8,6.8,Met Standard,
'057914,MESQUITE ISD,'057914111,SHANDS EL,E,N,N,DALLAS,824,13.8,83.3,45.8,7.6,Met Standard,
'057914,MESQUITE ISD,'057914112,TISINGER EL,E,N,N,DALLAS,824,17,90.5,27.4,8.9,Met Standard,
'057914,MESQUITE ISD,'057914113,TOSCH EL,E,N,N,DALLAS,872,13.1,84.1,39.7,8.1,Met Standard,
'057914,MESQUITE ISD,'057914114,SEABOURN EL,E,N,N,DALLAS,724,14.5,91.6,40.1,8.6,Met Standard,
'057914,MESQUITE ISD,'057914115,LAWRENCE EL,E,N,N,DALLAS,422,16.7,83.9,38.4,14.9,Met Standard,
'057914,MESQUITE ISD,'057914116,FLOYD EL,E,N,N,DALLAS,798,18,93,59.5,8,Improvement Required,1
'057914,MESQUITE ISD,'057914117,PORTER EL,E,N,N,DALLAS,605,10.1,66.4,55.7,8.6,Met Standard,
'057914,MESQUITE ISD,'057914118,MCKENZIE EL,E,N,N,DALLAS,537,17.5,84,29.8,9.1,Met Standard,
'057914,MESQUITE ISD,'057914119,BEASLEY EL,E,N,N,DALLAS,466,9.2,53.2,9.7,10.9,Met Standard,
'057914,MESQUITE ISD,'057914120,PRICE EL,E,N,N,DALLAS,451,18.5,79.4,12,9.8,Met Standard,
'057914,MESQUITE ISD,'057914121,SHAW EL,E,N,N,DALLAS,862,13,76.3,35.5,8.2,Met Standard,
'057914,MESQUITE ISD,'057914122,KIMBALL EL,E,N,N,DALLAS,242,19.5,62.8,9.9,9.1,Met Standard,
'057914,MESQUITE ISD,'057914123,PIRRUNG EL,E,N,N,DALLAS,434,14,65.7,9,13.4,Met Standard,
'057914,MESQUITE ISD,'057914124,CANNADAY EL,E,N,N,DALLAS,564,22.8,79.1,11.2,14,Met Standard,
'057914,MESQUITE ISD,'057914125,AUSTIN EL,E,N,N,DALLAS,471,13.3,63.1,16.8,9.6,Met Standard,
'057914,MESQUITE ISD,'057914126,MOSS EL,E,N,N,DALLAS,434,16.9,71.4,7.8,10.4,Met Standard,
'057914,MESQUITE ISD,'057914127,THOMPSON EL,E,N,N,DALLAS,565,11.9,59.6,7.8,9.2,Met Standard,
'057914,MESQUITE ISD,'057914128,GRAY EL,E,N,N,DALLAS,634,17.7,89.3,37.2,9.5,Met Standard,
'057914,MESQUITE ISD,'057914129,SMITH EL,E,N,N,DALLAS,494,12.5,59.7,9.5,12.1,Met Standard,
'057914,MESQUITE ISD,'057914130,GENTRY EL,E,N,N,DALLAS,915,13.4,74,35.4,8.4,Met Standard,
'057914,MESQUITE ISD,'057914131,MACKEY EL,E,N,N,DALLAS,787,18.7,84.9,51.1,8.3,Improvement Required,1
'057914,MESQUITE ISD,'057914132,ACHZIGER EL,E,N,N,DALLAS,970,12.3,71.2,52.4,12,Met Standard,
'057914,MESQUITE ISD,'057914133,DR LINDA HENRIE EL,E,N,N,DALLAS,961,18.4,91.9,65,7.4,Met Standard,
'057914,MESQUITE ISD,'057914656,MESQUITE ACADEMY,S,Y,N,DALLAS,187,83.8,56.7,6.4,6.4,Met Alternative Standard,
'057916,RICHARDSON ISD,'057916002,LAKE HIGHLANDS H S,S,N,N,DALLAS,2793,19,54.2,17.8,9,Met Standard,
'057916,RICHARDSON ISD,'057916003,RICHARDSON H S,S,N,N,DALLAS,2770,12.3,49,8.5,9.2,Met Standard,
'057916,RICHARDSON ISD,'057916004,PEARCE H S,S,N,N,DALLAS,2383,11.7,33,9.5,8.6,Met Standard,
'057916,RICHARDSON ISD,'057916005,BERKNER H S,S,N,N,DALLAS,2636,17.4,52.8,12.1,10.1,Met Standard,
'057916,RICHARDSON ISD,'057916006,CHRISTA MCAULIFFE LEARNING CENTER,B,N,N,DALLAS,68,100,75,16.2,16.2,Not Rated,
'057916,RICHARDSON ISD,'057916008,P A S S LEARNING CTR,S,N,N,DALLAS,7,100,0,14.3,28.6,Not Rated,
'057916,RICHARDSON ISD,'057916042,LAKE HIGHLANDS J H,M,N,N,DALLAS,808,18.4,53.5,17.3,9.9,Met Standard,
'057916,RICHARDSON ISD,'057916044,RICHARDSON WEST J H,M,N,N,DALLAS,711,9.5,54.6,15.8,10.7,Met Standard,
'057916,RICHARDSON ISD,'057916045,RICHARDSON NORTH J H,M,N,N,DALLAS,632,11.4,43,16.6,12.2,Met Standard,
'057916,RICHARDSON ISD,'057916047,FOREST MEADOW J H,M,N,N,DALLAS,784,26.6,73.1,26.3,11.4,Met Standard,
'057916,RICHARDSON ISD,'057916048,WESTWOOD MATH SCIENCE LEADERSHIP M,M,N,N,DALLAS,675,8.4,51.4,13.2,10.4,Met Standard,
'057916,RICHARDSON ISD,'057916049,LIBERTY J H,M,N,N,DALLAS,616,18.1,76.5,19.2,13,Met Standard,
'057916,RICHARDSON ISD,'057916050,APOLLO J H,M,N,N,DALLAS,650,8.3,53.1,11.4,15.8,Met Standard,
'057916,RICHARDSON ISD,'057916051,PARKHILL J H,M,N,N,DALLAS,636,7.8,45.9,20.1,9.7,Met Standard,
'057916,RICHARDSON ISD,'057916101,ARAPAHO CLASSICAL MAGNET,E,N,N,DALLAS,580,3.6,24.8,12.9,11.2,Met Standard,
'057916,RICHARDSON ISD,'057916102,CANYON CREEK EL,E,N,N,DALLAS,296,9.5,11.5,1.7,14.5,Met Standard,
'057916,RICHARDSON ISD,'057916103,DOVER EL,E,N,N,DALLAS,600,15.6,84.3,70,9.2,Met Standard,
'057916,RICHARDSON ISD,'057916104,GREENWOOD HILLS EL,E,N,N,DALLAS,438,15.4,80.1,50.9,14.6,Met Standard,
'057916,RICHARDSON ISD,'057916105,HAMILTON PARK PACESETTER MAGNET,E,N,N,DALLAS,658,15.1,59,19.8,9,Met Standard,
'057916,RICHARDSON ISD,'057916106,O HENRY EL,E,N,N,DALLAS,453,16.4,78.8,45.3,17.4,Met Standard,
'057916,RICHARDSON ISD,'057916107,LAKE HIGHLANDS EL,E,N,N,DALLAS,740,11.8,33,21.8,11.4,Met Standard,
'057916,RICHARDSON ISD,'057916108,MOHAWK EL,E,N,N,DALLAS,452,4.2,5.8,3.1,9.3,Met Standard,
'057916,RICHARDSON ISD,'057916109,NORTHRICH EL,E,N,N,DALLAS,429,16.8,62.7,33.6,15.6,Met Standard,
'057916,RICHARDSON ISD,'057916110,NORTHWOOD HILLS EL,E,N,N,DALLAS,440,17.4,61.8,35.7,12,Met Standard,
'057916,RICHARDSON ISD,'057916111,RICHARDSON HEIGHTS EL,E,N,N,DALLAS,492,19.3,61.8,38.6,13.2,Met Standard,
'057916,RICHARDSON ISD,'057916112,RICHARDSON TERRACE EL,E,N,N,DALLAS,527,25.7,64.9,34.3,11.6,Met Standard,
'057916,RICHARDSON ISD,'057916113,SPRING VALLEY EL,E,N,N,DALLAS,416,13,81.7,63.7,15.6,Met Standard,
'057916,RICHARDSON ISD,'057916114,STULTS ROAD EL,E,N,N,DALLAS,737,25.7,76.7,50.1,12.2,Met Standard,
'057916,RICHARDSON ISD,'057916115,MARK TWAIN EL,E,N,N,DALLAS,594,15.7,86.4,63,12.1,Met Standard,
'057916,RICHARDSON ISD,'057916116,WALLACE EL,E,N,N,DALLAS,807,16.5,63.7,42,9.3,Met Standard,
'057916,RICHARDSON ISD,'057916117,WHITE ROCK EL,E,N,N,DALLAS,925,7.8,10.6,2.9,8.4,Met Standard,
'057916,RICHARDSON ISD,'057916118,SPRING CREEK EL,E,N,N,DALLAS,329,6.7,16.4,6.1,16.4,Met Standard,
'057916,RICHARDSON ISD,'057916119,DOBIE PRI,E,N,N,DALLAS,480,,80.4,76,16.9,Improvement Required,1
'057916,RICHARDSON ISD,'057916120,FORESTRIDGE EL,E,N,N,DALLAS,676,17,78.4,49.4,11.8,Met Standard,
'057916,RICHARDSON ISD,'057916121,NORTHLAKE EL,E,N,N,DALLAS,593,28.4,83.8,39.8,11.5,Met Standard,
'057916,RICHARDSON ISD,'057916122,BOWIE EL,E,N,N,DALLAS,626,8.9,10.1,4.8,8.6,Met Standard,
'057916,RICHARDSON ISD,'057916123,PRAIRIE CREEK EL,E,N,N,DALLAS,335,3.2,2.1,0.9,7.5,Met Standard,
'057916,RICHARDSON ISD,'057916124,SPRINGRIDGE EL,E,N,N,DALLAS,345,12.8,65.8,30.1,10.7,Met Standard,
'057916,RICHARDSON ISD,'057916125,PRESTONWOOD EL,E,N,N,DALLAS,452,11.5,42.9,28.5,9.5,Met Standard,
'057916,RICHARDSON ISD,'057916126,SKYVIEW EL,E,N,N,DALLAS,769,33.7,84.5,46.8,9.6,Met Standard,
'057916,RICHARDSON ISD,'057916127,DARTMOUTH EL,E,N,N,DALLAS,345,20.9,42,13.6,15.4,Met Standard,
'057916,RICHARDSON ISD,'057916128,BRENTFIELD EL,E,N,N,DALLAS,786,3.9,4.7,4.3,8.4,Met Standard,
'057916,RICHARDSON ISD,'057916129,JESS HARBEN EL,E,N,N,DALLAS,391,25.8,56,36.8,16.1,Met Standard,
'057916,RICHARDSON ISD,'057916130,RICHLAND EL,E,N,N,DALLAS,650,25.8,64.8,26.8,10.3,Met Standard,
'057916,RICHARDSON ISD,'057916131,YALE EL,E,N,N,DALLAS,427,19.4,35.8,11.7,14.8,Met Standard,
'057916,RICHARDSON ISD,'057916132,MOSS HAVEN EL,E,N,N,DALLAS,489,15.9,17.4,4.5,12.7,Met Standard,
'057916,RICHARDSON ISD,'057916133,BIG SPRINGS EL,E,N,N,DALLAS,324,19.4,33,9.9,18.2,Met Standard,
'057916,RICHARDSON ISD,'057916134,MERRIMAN PARK EL,E,N,N,DALLAS,573,19.2,41,15,11.7,Met Standard,
'057916,RICHARDSON ISD,'057916135,AIKIN EL,E,N,N,DALLAS,724,37.6,84.7,58.6,8.1,Met Standard,
'057916,RICHARDSON ISD,'057916137,RISD ACAD,E,N,N,DALLAS,825,16.5,93,71.4,10.9,Improvement Required,1
'057916,RICHARDSON ISD,'057916142,MATH/SCIENCE/TECH MAGNET,E,N,N,DALLAS,615,4.9,49.6,28.3,11.2,Met Standard,
'057916,RICHARDSON ISD,'057916143,FOREST LANE ACADEMY,E,N,N,DALLAS,732,46,90.4,36.9,6.3,Met Standard,
'057916,RICHARDSON ISD,'057916144,AUDELIA CREEK EL,E,N,N,DALLAS,661,40.6,80.5,35.2,10.1,Met Standard,
'057916,RICHARDSON ISD,'057916145,CAROLYN G BUKHAIR EL,E,N,N,DALLAS,665,19.1,95.2,77,12.2,Improvement Required,2
'057916,RICHARDSON ISD,'057916146,THURGOOD MARSHALL EL,E,N,N,DALLAS,639,42.2,87.3,19.1,11.4,Met Standard,
'057919,SUNNYVALE ISD,'057919001,SUNNYVALE H S,S,N,N,DALLAS,528,3.5,12.9,2.3,9.1,Met Standard,
'057919,SUNNYVALE ISD,'057919041,SUNNYVALE MIDDLE,M,N,N,DALLAS,578,1.7,16.1,1,9.3,Met Standard,
'057919,SUNNYVALE ISD,'057919101,SUNNYVALE EL,E,N,N,DALLAS,701,3.6,14.8,8.1,7.7,Met Standard,
'057922,COPPELL ISD,'057922001,COPPELL H S,S,N,N,DALLAS,3505,5.9,8,2.7,5.2,Met Standard,
'057922,COPPELL ISD,'057922003,NEW TECH H S AT COPPELL,S,N,N,DALLAS,316,4.2,8.2,0.9,4.7,Met Standard,
'057922,COPPELL ISD,'057922042,COPPELL MIDDLE EAST,M,N,N,DALLAS,972,5.8,8,5.5,5.1,Met Standard,
'057922,COPPELL ISD,'057922043,COPPELL MIDDLE WEST,M,N,N,DALLAS,1206,6.7,9.3,6.2,4.4,Met Standard,
'057922,COPPELL ISD,'057922044,COPPELL MIDDLE NORTH,M,N,N,DALLAS,949,4.7,9.1,5.9,7.3,Met Standard,
'057922,COPPELL ISD,'057922101,PINKERTON EL,E,N,N,DALLAS,419,6.1,1.4,7.4,4.1,Met Standard,
'057922,COPPELL ISD,'057922103,AUSTIN EL,E,N,N,DALLAS,711,11.1,12.4,33.2,11.3,Met Standard,
'057922,COPPELL ISD,'057922105,MOCKINGBIRD EL,E,N,N,DALLAS,515,4.6,8.3,12.4,8.2,Met Standard,
'057922,COPPELL ISD,'057922106,WILSON EL,E,N,N,DALLAS,471,5.7,25.3,26.3,8.5,Met Standard,
'057922,COPPELL ISD,'057922107,LAKESIDE EL,E,N,N,DALLAS,525,5.2,3.6,10.7,6.1,Met Standard,
